doc_id,dominant_topic,confidence
1357,3,0.53491217
1358,5,0.8471632
1359,3,0.7311016
1360,3,0.7109212
1361,3,0.55445963
1362,6,0.79811496
1363,0,0.9672351
1364,4,0.9579581
1365,3,0.7211335
1366,0,0.9648172
1367,6,0.7566753
1368,2,0.8524254
1369,7,0.963776
1370,3,0.8466621
1371,6,0.96169066
1372,6,0.95836616
1373,3,0.6595125
1374,0,0.62294674
1375,0,0.9693417
1376,3,0.6956465
1377,3,0.5305214
1378,2,0.9621813
1379,3,0.5146186
1380,3,0.7161971
1381,0,0.96481645
1382,0,0.4902786
1383,6,0.9690821
1384,3,0.62113136
1385,5,0.96151173
1386,6,0.8176087
1387,2,0.9702002
1388,4,0.8519431
1389,4,0.6083373
1390,7,0.67893875
1391,3,0.55777764
1392,5,0.9581779
1393,0,0.7353922
1394,3,0.6876052
1395,5,0.9668052
1396,1,0.5777191
1397,7,0.7942923
1398,1,0.8892015
1399,3,0.5872123
1400,6,0.8473617
1401,0,0.967236
1402,0,0.5687412
1403,0,0.8175471
1404,0,0.9587207
1405,3,0.62110907
1406,6,0.58232796
1407,3,0.9834994
1408,3,0.5869277
1409,3,0.72336024
1410,7,0.9575022
1411,4,0.61636096
1412,0,0.9672361
1413,3,0.5854953
1414,0,0.964815
1415,3,0.9834995
1416,4,0.7637036
1417,1,0.55455214
1418,2,0.9814238
1419,0,0.550401
1420,3,0.5791538
1421,0,0.9587219
1422,0,0.8296711
1423,2,0.98277223
1424,3,0.6451048
1425,0,0.5877882
1426,2,0.98212457
1427,3,0.62951344
1428,3,0.693623
1429,6,0.6248038
1430,0,0.87912196
1431,4,0.95795447
1432,2,0.9833776
1433,4,0.9613094
1434,6,0.96169037
1435,2,0.9806675
1436,0,0.9620121
1437,6,0.7377507
1438,5,0.96151257
1439,2,0.98337585
1440,5,0.5498936
1441,3,0.50197774
1442,2,0.9694835
1443,6,0.9645187
1444,2,0.6660541
1445,3,0.54786354
1446,3,0.5883058
1447,3,0.66655564
1448,6,0.7961877
1449,0,0.7756294
1450,3,0.71807367
1451,3,0.63260645
1452,0,0.7310164
1453,3,0.5341599
1454,5,0.76608264
1455,0,0.96200925
1456,0,0.96481776
1457,6,0.62351614
1458,5,0.96151435
1459,6,0.79755294
1460,2,0.96497583
1461,5,0.9581795
1462,4,0.5401761
1463,7,0.957503
1464,3,0.5250909
1465,2,0.96497685
1466,3,0.6434552
1467,3,0.75458074
1468,6,0.67825276
1469,3,0.860742
1470,5,0.9542122
1471,2,0.9827737
1472,0,0.9620103
1473,3,0.6297257
1474,3,0.6588462
1475,1,0.95724654
1476,3,0.64785147
1477,4,0.95396936
1478,4,0.48669118
1479,3,0.57175744
1480,1,0.7559337
1481,2,0.9621844
1482,3,0.6025946
1483,0,0.5127342
1484,3,0.8910676
1485,4,0.6925032
1486,5,0.844539
1487,2,0.7588855
1488,5,0.8507808
1489,2,0.98394006
1490,2,0.9814243
1491,3,0.69582444
1492,5,0.6521562
1493,0,0.9548075
1494,3,0.5950579
1495,3,0.5750237
1496,6,0.96451783
1497,2,0.9849587
1498,0,0.51456404
1499,4,0.9613056
